No.,建屋,階,部屋名,部署,"分電盤
No.",分電盤名,"親分電盤
(あれば)","電力量計
あり/なし","ﾌﾞﾚｰｶ番号
(あれば)","電圧
200/100","相
3/1","ﾌﾞﾚｰｶ容量
A",負荷名,"ｹｰﾌﾞﾙ径
mm",備考,"電力量計
取付対象",線,型番,単価,必要CT数,小計,電力計,電力計単価,M5Stack,M5Stack単価
339.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,,100/200,1.0,225,主幹,16,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
340.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,1,200,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰ電灯201,3.5,,,2.0,,,,,,,,
341.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,3,200,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰ電灯203,3.5,,,2.0,,,,,,,,
342.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,5,200,1.0,20,なし,3.5,OFF,,2.0,,,,,,,,
343.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,7,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
344.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,9,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
345.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,1,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
346.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,3,100,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰｺﾝｾﾝﾄ301,3.5,,,2.0,,,,,,,,
347.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,5,100,1.0,20,SIRON F904,3.5,,,2.0,,,,,,,,
348.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,7,100,1.0,20,作業室(KO-10)ｺﾝｾﾝﾄ305,3.5,,,2.0,,,,,,,,
349.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,9,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
350.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,11,100,1.0,20,測定室ｺﾝｾﾝﾄ309,3.5,,,2.0,,,,,,,,
351.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,13,100,1.0,20,測定室LANｺﾝｾﾝﾄ311,3.5,,,2.0,,,,,,,,
352.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,15,100,1.0,20,電動ｼｬｯﾀｰ,なし,OFF,,2.0,,,,,,,,
353.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,17,100,1.0,20,予備100V電源1,3.5,,,2.0,,,,,,,,
354.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,19,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
355.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,2,200,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰ電灯202,3.5,,,2.0,,,,,,,,
356.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,4,200,1.0,20,ｸﾘｰﾝﾌﾞｰｽ照明･FFU電源,3.5,,,2.0,,,,,,,,
357.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,6,200,1.0,20,なし,3.5,OFF,,2.0,,,,,,,,
358.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,8,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
359.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,10,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
360.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,2,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
361.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,4,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
362.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,6,100,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰｺﾝｾﾝﾄ304,3.5,,,2.0,,,,,,,,
363.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,8,100,1.0,20,なし,3.5,OFF,,2.0,,,,,,,,
364.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,10,100,1.0,20,ﾃｸﾆｶﾙｾﾝﾀｰｺﾝｾﾝﾄ308,3.5,,,2.0,,,,,,,,
365.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,,100,1.0,30,測定室ｺﾝｾﾝﾄ310,3.5,,,2.0,,,,,,,,
366.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,14,100,1.0,20,ﾌｧﾝｺｲﾙ,3.5,,,2.0,,,,,,,,
367.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,16,100,1.0,20,柱ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
368.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,18,100,1.0,20,作業室(KO-10)ｺﾝｾﾝﾄ310,3.5,,,2.0,,,,,,,,
369.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1L-1,,なし,20,100,1.0,20,ﾌﾞｰｽ横ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
370.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,10,200,3.0,400,主幹1,26,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
371.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,20,200,3.0,400,主幹2,26,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
372.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,225,なし,なし,OFF,,3.0,,,,,,,,
373.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,21,200,3.0,400,なし,26,OFF,,3.0,,,,,,,,
374.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,22,200,3.0,225,1M-1-1へ,14,,,3.0,,,,,,,,
375.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,200,なし,20,,,3.0,,,,,,,,
376.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,150,自動ﾌﾞﾗｽﾄ機,15,,,3.0,,,,,,,,
377.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,100,なし,5,,,3.0,,,,,,,,
378.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,20,集塵機,4,,,3.0,,,,,,,,
379.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,20,手動ﾌﾞﾗｽﾄ機,4,,,3.0,,,,,,,,
380.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,あり,11,200,3.0,225,なし,14,,,3.0,,,,,,,,
381.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,12,200,3.0,225,なし,14,,,3.0,,,,,,,,
382.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,13,200,3.0,100,なし,9,,,3.0,,,,,,,,
383.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,,200,3.0,100,高精度穴あけ機電源盤,13,,,3.0,,,,,,,,
384.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,15,200,3.0,50,ﾌﾞﾗｽﾄ室空調,5,,,3.0,,,,,,,,
385.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,16,200,3.0,15,砥石切断機,4,,,3.0,,,,,,,,
386.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,17,200,3.0,30,ｸﾚｰﾝ,5,,,3.0,,,,,,,,
387.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,30,200,3.0,30,主幹3,6,,1.0,3.0,M-NCT-5A/50A,2880.0,2.0,5760.0,,,,
388.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,31,200,3.0,15,ﾊﾟｯｹｰｼﾞ型空調機,4,,,3.0,,,,,,,,
389.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,33,200,3.0,15,換気扇(排気),4,,,3.0,,,,,,,,
390.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,35,200,3.0,15,換気扇(給気),4,,,3.0,,,,,,,,
391.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,32,200,3.0,15,ﾊﾟｯｹｰｼﾞ型空調機,4,,,3.0,,,,,,,,
392.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,34,200,3.0,15,換気扇(排気),4,,,3.0,,,,,,,,
393.0,3-3,1.0,ﾎﾙﾀﾞ後処理室,ﾎﾙﾀﾞ,,1M-1,,なし,36,200,3.0,15,換気扇(給気),4,,,3.0,,,,,,,,
583.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100/200,1.0,100,主幹,20,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
584.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,200,1.0,20,CAD室照明,3.5,,,2.0,,,,,,,,
585.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
586.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,自動C面機､ADG天井差し込み,3.5,,,2.0,,,,,,,,
587.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,富士産機､AP460-3天井差し込み,3.5,,,2.0,,,,,,,,
588.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,製造事務室差し込301,3.5,,,2.0,,,,,,,,
589.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,製造事務室差し込303,3.5,,,2.0,,,,,,,,
590.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室差し込305,3.5,,,2.0,,,,,,,,
591.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室差し込307,3.5,,,2.0,,,,,,,,
592.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,製造事務室LAN用309,3.5,,,2.0,,,,,,,,
593.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室ﾌﾛｱｺﾝｾﾝﾄ,3.5,未使用,,2.0,,,,,,,,
594.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,ﾊﾟﾜｰｲﾝﾀｰﾎﾝ,3.5,,,2.0,,,,,,,,
595.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,200,1.0,20,製造事務室照明,3.5,,,2.0,,,,,,,,
596.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,200,1.0,20,ｴｱｺﾝ,3.5,,,2.0,,,,,,,,
597.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,C両頭研削盤,なし,,,2.0,,,,,,,,
598.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
599.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,製造事務室差し込302,3.5,,,2.0,,,,,,,,
600.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室差込304,3.5,,,2.0,,,,,,,,
601.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室差込306,3.5,,,2.0,,,,,,,,
602.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,予備室/PVD室 LAN用308,3.5,,,2.0,,,,,,,,
603.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,CAD室LAN用310,3.5,,,2.0,,,,,,,,
604.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,ﾛｽﾅｲ,3.5,,,2.0,,,,,,,,
605.0,3-3,2.0,CBN事務所,CBN,,2L-1,,なし,,100,1.0,20,1階一括警報表示盤,なし,,,2.0,,,,,,,,
730.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,,100/200,1.0,100,主幹,11,単相3線式､ケーブル短い,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
731.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,1,200,1.0,20,検査室照明(1),5,,,2.0,,,,,,,,
732.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,2,200,1.0,20,検査室照明(2),5X2,,,2.0,,,,,,,,
733.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,3,200,1.0,20,梱包出荷室照明,5,,,2.0,,,,,,,,
734.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,4,200,1.0,20,検査室照明(3),5,,,2.0,,,,,,,,
735.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,5,200,1.0,20,廊下照明,5,,,2.0,,,,,,,,
736.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,6,200,1.0,20,出荷検査QA室ｴｱｺﾝ,5,,,2.0,,,,,,,,
737.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,7,200,1.0,20,工具倉庫増設蛍光灯,5,,,2.0,,,,,,,,
738.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,8,200,1.0,20,工具倉庫増設蛍光灯2,5,,,2.0,,,,,,,,
739.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,1,100,1.0,20,検査室差込301,5,,,2.0,,,,,,,,
740.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,2,100,1.0,20,検査室差込302,5,,,2.0,,,,,,,,
741.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,3,100,1.0,20,梱包出荷室差込303,5,,,2.0,,,,,,,,
742.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,4,100,1.0,20,検査室差込304,5,,,2.0,,,,,,,,
743.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,5,100,1.0,20,未仕上げ室差込305,5,,,2.0,,,,,,,,
744.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,6,100,1.0,20,検査室差込306,5,,,2.0,,,,,,,,
745.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,7,100,1.0,20,梱包出荷室差込307,5,,,2.0,,,,,,,,
746.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,8,100,1.0,20,検査室差込308,5,,,2.0,,,,,,,,
747.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,9,100,1.0,20,検査室差込309,5,,,2.0,,,,,,,,
748.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,10,100,1.0,20,梱包出荷室LAN用310,5,,,2.0,,,,,,,,
749.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,11,100,1.0,20,検査室LAN用311,5,,,2.0,,,,,,,,
750.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,12,100,1.0,20,ﾛｽﾅｲ,5,,,2.0,,,,,,,,
751.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,13,100,1.0,20,出荷仕分け室ﾌﾛｱｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
752.0,3-3,3.0,ﾎﾙﾀﾞ梱包室,,,3L-1,,なし,14,100,1.0,20,予備,5,OFF,,2.0,,,,,,,,
777.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,1,L-1南側外灯電源盤,L-1 20A,なし,,200,1.0,20,屋外LED灯6台,4,,,2.0,,,,,,,,
778.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,1,L-1南側外灯電源盤,L-1 20A,なし,,200,1.0,20,庇水銀灯,4,,,2.0,,,,,,,,
1.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100/200,1.0,100,主幹,11,単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
2.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,誘導灯,3.5,,,2.0,,,,,,,,
3.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,ｲﾝﾀｰﾎﾝ,3.5,,,2.0,,,,,,,,
4.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,201,200,1.0,20,廊下照明,3.5,,,2.0,,,,,,,,
5.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,203,200,1.0,20,加工室200Vｺﾝｾﾝﾄ1,5,,,2.0,,,,,,,,
6.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,205,200,1.0,20,CAD室照明,3.5,,,2.0,,,,,,,,
7.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,101,100,1.0,20,玄関ﾎｰﾙ照明､北西側ｼｬｯﾀｰ横出入口照明,3.5,,,2.0,,,,,,,,
8.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,301,100,1.0,20,玄関ﾎｰﾙ,3.5,,,2.0,,,,,,,,
9.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,303,100,1.0,20,休憩室,3.5,,,2.0,,,,,,,,
10.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,305,100,1.0,20,検査OA室,3.5,,,2.0,,,,,,,,
11.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,307,100,1.0,20,加工室100Vｺﾝｾﾝﾄ6個用,3.5,,,2.0,,,,,,,,
12.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,事務所,3.5,,,2.0,,,,,,,,
13.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,311,100,1.0,20,ﾌｧｸﾄﾗｲﾝ,なし,OFF,,2.0,,,,,,,,
14.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,313,100,1.0,20,ﾌｧｸﾄﾗｲﾝ,なし,OFF,,2.0,,,,,,,,
15.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,902,100,1.0,20,階段照明,3.8,,,2.0,,,,,,,,
16.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,ﾌｧﾝｺｲﾙ,3.5,,,2.0,,,,,,,,
17.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,200,1.0,20,ﾎﾙﾀﾞ加工室2西側ﾄﾞﾘﾙ実装室照明,3.5,,,2.0,,,,,,,,
18.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,204,200,1.0,20,加工室200Vｺﾝｾﾝﾄ2,3.8,,,2.0,,,,,,,,
19.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,200,1.0,20,ﾌﾞﾗｽﾄ室測定室照明,3.5,,,2.0,,,,,,,,
20.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,誘導灯信号装置,3.5,,,2.0,,,,,,,,
21.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,302,100,1.0,20,荷捌き室,3.5,,,2.0,,,,,,,,
22.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,304,100,1.0,20,中央監視,3.5,,,2.0,,,,,,,,
23.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,306,100,1.0,20,事務所ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
24.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,308,100,1.0,20,測定室ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
25.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,310,100,1.0,20,事務所､測定室換気扇,3.5,,,2.0,,,,,,,,
26.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,312,100,1.0,20,ﾌｧｸﾄﾗｲﾝ,なし,OFF,,2.0,,,,,,,,
27.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,314,100,1.0,20,換気扇,3.5,,,2.0,,,,,,,,
28.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,非常灯,4,,,2.0,,,,,,,,
29.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,非常灯,4,,,2.0,,,,,,,,
30.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,315,100,1.0,20,自動ﾄﾞｱ,3.5,,,2.0,,,,,,,,
31.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,317,100,1.0,20,事務室,なし,OFF,,2.0,,,,,,,,
32.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,319,100,1.0,20,事務室,3.5,,,2.0,,,,,,,,
33.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,321,100,1.0,20,ﾎﾙﾀﾞ加工室全熱交換機,3.8,,,2.0,,,,,,,,
34.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,323,100,1.0,20,受け入れ室,なし,OFF,,2.0,,,,,,,,
35.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,325,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
36.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,327,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
37.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,329,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
38.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,331,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
39.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,防炉,3.5,,,2.0,,,,,,,,
40.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,自火報受信機,3.5,,,2.0,,,,,,,,
41.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,AMP,3.5,,,2.0,,,,,,,,
42.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,206,200,1.0,20,外灯,5,,,2.0,,,,,,,,
43.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,316,100,1.0,20,事務室,なし,OFF,,2.0,,,,,,,,
44.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,318,100,1.0,20,事務室,3.5,,,2.0,,,,,,,,
45.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,320,100,1.0,20,事務室,3.5,,,2.0,,,,,,,,
46.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,322,100,1.0,20,空き,なし,OFF,,2.0,,,,,,,,
47.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,324,100,1.0,20,受け入れ室,なし,OFF,,2.0,,,,,,,,
48.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,326,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
49.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,328,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
50.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,330,100,1.0,20,CR制御盤,3.5,,,2.0,,,,,,,,
51.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,332,100,1.0,20,CAD室,なし,OFF,,2.0,,,,,,,,
52.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,空き,3.5,,,2.0,,,,,,,,
53.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,事務室,なし,OFF,,2.0,,,,,,,,
54.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,100,1.0,20,洗浄処理室,3.5,,,2.0,,,,,,,,
55.0,3-3,1.0,玄関,共通,20,L33-1A,,あり,,200,1.0,20,空き,なし,OFF,,2.0,,,,,,,,
252.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100/200,1.0,250,主幹,19,単相3線式,1.0,2.0,KM-NCT-400A,5200.0,1.0,5200.0,,,,
253.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,901,100,1.0,20,誘導灯,4,,,2.0,,,,,,,,
254.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,101,100,1.0,20,外部階段照明,3.5,,,2.0,,,,,,,,
255.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,ﾚｰｻﾞｰﾏｰｶｰ盤,5,,,2.0,,,,,,,,
256.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,217,200,1.0,20,外灯,5,OFF,,2.0,,,,,,,,
257.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,UVN-450D(H)用ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
258.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,溶剤供給設備制御盤,4,,,2.0,,,,,,,,
259.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,100Vｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
260.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
